0.625,0.6333333333333333,1.5
1.875,0.6333333333333333,1.5
3.125,0.6333333333333333,1.5
4.375,0.6333333333333333,1.5
5.625,0.6333333333333333,1.5
6.875,0.6333333333333333,1.5
8.125,0.6333333333333333,1.5
9.375,0.6333333333333333,1.5
0.625,1.9,1.5
1.875,1.9,1.5
3.125,1.9,1.5
4.375,1.9,1.5
5.625,1.9,1.5
6.875,1.9,1.5
8.125,1.9,1.5
9.375,1.9,1.5
0.625,3.1666666666666665,1.5
1.875,3.1666666666666665,1.5
3.125,3.1666666666666665,1.5
4.375,3.1666666666666665,1.5
5.625,3.1666666666666665,1.5
6.875,3.1666666666666665,1.5
8.125,3.1666666666666665,1.5
9.375,3.1666666666666665,1.5
0.625,4.433333333333334,1.5
1.875,4.433333333333334,1.5
3.125,4.433333333333334,1.5
4.375,4.433333333333334,1.5
5.625,4.433333333333334,1.5
6.875,4.433333333333334,1.5
8.125,4.433333333333334,1.5
9.375,4.433333333333334,1.5
0.625,5.699999999999999,1.5
1.875,5.699999999999999,1.5
3.125,5.699999999999999,1.5
4.375,5.699999999999999,1.5
5.625,5.699999999999999,1.5
6.875,5.699999999999999,1.5
8.125,5.699999999999999,1.5
9.375,5.699999999999999,1.5
0.625,6.966666666666667,1.5
1.875,6.966666666666667,1.5
3.125,6.966666666666667,1.5
4.375,6.966666666666667,1.5
5.625,6.966666666666667,1.5
6.875,6.966666666666667,1.5
8.125,6.966666666666667,1.5
9.375,6.966666666666667,1.5
0.625,8.233333333333333,1.5
1.875,8.233333333333333,1.5
3.125,8.233333333333333,1.5
4.375,8.233333333333333,1.5
5.625,8.233333333333333,1.5
6.875,8.233333333333333,1.5
8.125,8.233333333333333,1.5
9.375,8.233333333333333,1.5
0.625,9.5,1.5
1.875,9.5,1.5
3.125,9.5,1.5
4.375,9.5,1.5
5.625,9.5,1.5
6.875,9.5,1.5
8.125,9.5,1.5
9.375,9.5,1.5
0.625,10.766666666666666,1.5
1.875,10.766666666666666,1.5
3.125,10.766666666666666,1.5
4.375,10.766666666666666,1.5
5.625,10.766666666666666,1.5
6.875,10.766666666666666,1.5
8.125,10.766666666666666,1.5
9.375,10.766666666666666,1.5
0.625,12.033333333333333,1.5
1.875,12.033333333333333,1.5
3.125,12.033333333333333,1.5
4.375,12.033333333333333,1.5
5.625,12.033333333333333,1.5
6.875,12.033333333333333,1.5
8.125,12.033333333333333,1.5
9.375,12.033333333333333,1.5
0.625,13.299999999999999,1.5
1.875,13.299999999999999,1.5
3.125,13.299999999999999,1.5
4.375,13.299999999999999,1.5
5.625,13.299999999999999,1.5
6.875,13.299999999999999,1.5
8.125,13.299999999999999,1.5
9.375,13.299999999999999,1.5
0.625,14.566666666666666,1.5
1.875,14.566666666666666,1.5
3.125,14.566666666666666,1.5
4.375,14.566666666666666,1.5
5.625,14.566666666666666,1.5
6.875,14.566666666666666,1.5
8.125,14.566666666666666,1.5
9.375,14.566666666666666,1.5
0.625,15.833333333333332,1.5
1.875,15.833333333333332,1.5
3.125,15.833333333333332,1.5
4.375,15.833333333333332,1.5
5.625,15.833333333333332,1.5
6.875,15.833333333333332,1.5
8.125,15.833333333333332,1.5
9.375,15.833333333333332,1.5
0.625,17.099999999999998,1.5
1.875,17.099999999999998,1.5
3.125,17.099999999999998,1.5
4.375,17.099999999999998,1.5
5.625,17.099999999999998,1.5
6.875,17.099999999999998,1.5
8.125,17.099999999999998,1.5
9.375,17.099999999999998,1.5
0.625,18.366666666666667,1.5
1.875,18.366666666666667,1.5
3.125,18.366666666666667,1.5
4.375,18.366666666666667,1.5
5.625,18.366666666666667,1.5
6.875,18.366666666666667,1.5
8.125,18.366666666666667,1.5
9.375,18.366666666666667,1.5
